price,availability_365,calculated_host_listings_count,minimum_nights
117,298,29,30
59,99,2,30
85,171,4,2
55,333,4,1
80,13,1,2
115,0,1,13
78,49,1,12
150,357,3,3
195,0,1,5
142,157,1,10
150,0,1,20
55,365,1,7
97,282,1,30
70,211,1,20
70,262,1,1
155,88,1,5
68,0,1,30
68,129,1,9
150,53,1,2
150,0,1,4
150,0,1,6
100,365,1,1
110,331,2,30
150,0,1,3
160,24,1,5
218,304,1,6
430,14,4,1
79,111,2,3
120,99,1,1
200,15,1,5
120,0,3,5
250,365,1,3
200,0,3,30
75,0,1,1
175,0,1,1
76,333,1,31
75,0,1,1
400,171,2,30
75,355,4,1
189,0,1,3
55,0,1,1
80,0,1,5
69,238,1,3
100,0,1,4
100,0,1,1
300,219,1,5
53,117,2,3
179,0,1,2
100,0,1,8
130,170,1,4
120,0,2,4
150,16,1,7
105,265,29,30
150,209,3,1
200,0,1,1
39,168,6,30
67,0,1,5
200,32,1,4
129,336,52,30
55,307,15,1
65,198,1,50
100,0,1,3
55,90,1,5
240,0,1,1
150,107,1,3
299,267,1,2
160,269,1,2
299,365,1,1
99,0,1,17
199,311,52,30
100,0,1,1
45,53,1,4
44,70,4,2
150,0,1,2
100,0,1,20
185,0,1,5
150,0,1,3
650,283,2,2
100,0,1,2
111,317,1,3
99,139,8,30
75,87,1,7
103,336,29,30
130,0,1,4
109,90,8,30
95,0,3,3
100,0,1,5
155,59,1,29
60,118,1,2
195,13,1,6
69,30,1,6
72,311,1,2
300,224,1,2
119,339,29,30
100,296,1,30
199,363,11,1
75,126,2,1
100,96,2,21
125,0,2,2
95,0,1,5
295,151,3,2
149,365,1,1
150,0,1,10
100,214,1,5
45,0,2,20
385,180,1,5
87,233,2,2
180,184,1,4
59,185,4,2
95,264,1,2
130,161,1,25
120,254,1,5
113,41,1,2
60,309,4,1
40,221,1,7
250,0,1,5
150,0,1,3
450,0,1,30
149,0,1,6
169,0,1,4
105,93,1,2
42,0,1,7
325,0,1,1
200,0,1,1
160,279,2,1
155,0,1,2
151,308,5,3
200,0,1,1
80,0,1,2
119,0,1,3
5000,363,1,6
45,99,2,1
115,0,1,7
65,269,3,1
87,89,1,4
110,21,1,14
80,0,1,2
250,0,1,1
63,290,1,4
200,78,2,5
185,0,1,3
250,9,1,2
130,187,1,2
185,254,1,4
75,0,1,2
240,52,2,4
65,0,1,1
195,0,1,2
200,0,1,1
120,283,1,2
180,197,1,1
53,189,2,3
200,0,1,1
100,0,1,3
86,0,1,3
225,0,1,3
40,291,2,3
60,291,1,365
70,220,1,1
35,364,18,30
250,284,1,3
4500,365,11,1
8000,365,11,1
169,0,1,5
255,297,2,2
290,252,1,1
140,365,1,300
115,4,1,7
299,346,1,3
160,0,1,2
175,0,1,1
120,174,1,1
179,365,11,1
74,25,2,4
68,237,2,1
235,135,1,1
100,0,1,5
270,0,1,3
200,0,1,14
161,0,1,21
60,83,2,2
155,341,1,4
95,288,1,1
125,0,1,2
118,308,29,30
80,278,1,7
210,0,2,3
150,0,1,2
135,296,1,2
118,326,29,30
110,113,2,3
70,0,1,2
43,220,2,1
140,294,1,2
116,335,29,30
159,317,52,30
135,187,1,2
39,310,6,7
59,54,1,20
600,0,1,30
66,41,2,1
130,365,52,30
100,237,1,3
50,125,1,7
185,365,1,2
54,0,1,1
100,202,1,6
180,0,1,1
115,78,1,30
350,21,1,3
32,319,3,7
165,297,1,8
350,0,1,2
795,14,1,6
200,95,1,4
175,107,1,5
50,188,2,2
190,0,1,1
110,182,1,2
414,0,1,3
135,0,1,2
150,365,52,30
93,97,19,365
70,0,1,2
175,39,1,3
155,364,1,25
129,337,52,30
50,188,3,1
499,31,1,7
80,90,1,1
115,342,52,30
47,0,1,2
95,0,1,1
249,278,1,1
150,362,52,30
77,18,1,3
225,0,1,8
70,67,1,14
100,311,52,30
87,365,52,30
245,0,1,4
300,254,1,3
55,0,1,1
120,0,1,3
40,130,6,31
115,332,1,2
93,234,19,75
37,0,1,30
240,0,1,2
130,0,1,2
70,32,1,3
149,295,52,30
100,14,2,21
200,0,1,2
99,0,1,4
220,2,1,8
250,0,1,3
103,209,29,30
108,188,29,30
75,325,3,3
78,0,2,3
75,0,1,4
152,12,1,2
150,3,1,1
320,269,1,3
220,0,1,29
99,287,3,2
950,34,2,3
120,0,1,1
100,0,1,1
199,37,1,4
100,20,1,1
75,25,2,1
84,365,52,30
100,0,1,14
75,292,4,3
93,336,1,6
140,315,2,4
200,5,2,30
200,157,1,2
200,0,1,2
100,0,1,1
100,138,1,250
120,203,1,7
109,0,1,2
126,105,2,2
50,321,1,2
325,0,1,4
750,0,1,6
135,0,1,5
52,0,1,2
124,38,1,28
59,158,1,3
215,0,1,2
240,93,2,2
150,87,2,1
83,0,1,2
70,0,1,10
160,0,1,2
200,180,1,1
50,0,1,7
87,311,52,30
125,0,1,1
250,7,1,5
162,282,1,2
67,0,1,1
147,10,2,1
149,254,1,2
65,0,1,5
250,0,1,5
160,307,2,2
150,0,1,5
199,365,1,1
64,282,1,3
33,16,2,2
500,363,3,1
150,7,1,3
110,0,1,14
145,218,2,2
40,0,1,10
95,0,2,3
185,0,1,5
500,365,2,1
115,0,1,3
195,204,1,3
105,221,1,21
67,26,1,30
75,0,1,1
100,0,1,1
125,188,1,7
350,0,2,2
150,0,1,1
200,188,1,5
270,12,1,3
184,0,1,5
275,34,1,4
171,0,1,2
425,0,1,5
200,0,1,4
165,0,1,3
85,363,3,2
170,44,1,7
70,142,1,3
125,7,1,2
275,323,1,3
120,162,2,2
429,0,1,2
225,0,1,4
119,214,1,2
175,0,1,3
155,363,5,3
100,0,1,3
70,209,1,3
95,358,4,3
450,13,1,2
215,106,1,5
60,0,2,3
75,300,1,5
99,11,2,3
300,268,2,2
175,339,2,2
195,0,1,3
50,140,1,7
175,0,1,4
120,56,2,5
54,0,1,10
345,273,1,3
225,275,3,3
151,54,1,28
110,179,4,1
280,0,1,2
99,125,1,1
350,0,1,3
70,0,1,5
120,197,1,3
89,177,2,3
120,365,1,3
85,80,1,5
220,0,1,2
125,309,3,7
189,0,1,1
100,0,1,7
81,0,1,3
45,15,1,2
150,0,1,21
62,35,1,3
330,351,2,2
80,0,1,2
65,0,1,2
125,43,1,6
165,264,1,2
90,0,1,4
120,9,1,3
250,0,2,1
115,0,1,7
55,249,1,1
200,365,1,30
149,0,1,1
55,64,4,1
400,1,1,6
200,0,1,5
111,0,1,2
175,0,1,3
150,0,1,2
52,17,8,7
88,101,1,30
425,321,1,6
175,0,1,1
270,0,1,14
180,0,1,1
55,0,1,13
105,285,1,14
265,0,1,2
60,188,3,2
45,0,1,3
89,0,1,2
200,6,1,4
149,0,1,1
80,227,1,1
125,122,2,1
78,0,1,5
65,80,2,2
350,0,1,7
115,0,1,5
289,0,1,2
158,365,21,30
50,0,1,2
234,0,1,4
50,0,1,1
69,0,1,5
135,0,1,1
89,359,1,3
16,9,1,2
300,254,2,1
250,234,1,5
70,0,1,1
140,316,1,3
175,0,1,3
160,0,1,3
200,0,1,1
57,0,1,7
90,53,1,3
89,1,5,2
90,13,1,4
200,312,1,4
100,30,2,2
68,334,5,30
170,0,1,4
40,318,3,28
500,341,3,4
145,0,1,3
250,6,2,3
288,222,1,7
245,0,1,3
80,0,1,3
125,0,1,5
166,48,1,14
330,260,1,4
60,0,2,5
130,0,1,1
45,0,1,30
165,75,1,3
155,172,1,2
119,0,1,60
158,0,1,3
169,91,1,5
139,231,1,2
125,0,1,4
70,353,1,3
135,162,3,1
99,170,8,30
175,0,1,10
150,0,1,7
250,173,1,3
100,0,1,1
100,10,2,30
128,32,1,3
121,7,2,12
160,228,2,30
135,352,2,2
275,20,1,5
180,0,1,3
189,203,1,2
250,32,1,5
99,235,1,2
200,193,1,5
145,262,2,4
100,219,1,3
240,0,1,1
90,0,1,3
220,306,1,2
100,240,6,20
59,359,3,1
78,188,3,30
75,253,2,2
78,362,1,3
250,0,1,1
150,0,1,1
44,0,1,1
69,125,2,2
65,5,1,1
90,0,1,7
125,0,1,4
78,0,1,18
785,331,1,2
99,299,4,3
74,76,1,30
130,0,1,4
105,70,1,2
145,0,1,7
90,40,2,1
215,0,1,4
100,0,1,3
92,281,2,5
185,2,1,29
1000,0,1,4
160,1,1,4
93,329,19,110
300,291,39,30
75,0,3,1
370,365,1,1
425,0,1,2
200,282,11,30
125,348,1,2
179,0,1,10
46,346,1,2
150,86,1,5
52,0,2,4
80,351,1,1
120,0,1,2
300,363,2,5
110,189,1,2
200,0,1,1
75,0,1,5
200,25,1,5
300,0,1,3
22,0,1,10
129,157,52,30
125,0,1,7
150,299,1,1
185,31,1,5
158,0,1,4
30,0,1,1
316,6,1,3
175,0,1,3
97,0,1,3
175,347,1,1
60,0,2,1
72,83,1,3
175,0,1,5
225,0,1,3
85,0,1,5
150,188,4,1
225,179,2,2
400,0,1,7
125,0,1,4
200,260,1,3
88,0,1,2
250,0,1,1
300,0,1,1
89,222,1,10
165,0,1,2
84,0,2,15
285,110,2,1
150,0,1,4
70,68,2,2
300,365,9,30
220,186,1,5
149,77,4,31
249,0,1,3
90,0,1,7
69,270,4,3
120,3,1,30
69,271,2,2
54,187,4,5
50,177,4,5
51,258,4,6
99,0,1,3
290,0,1,7
240,363,1,365
49,240,4,2
115,0,1,3
78,0,1,21
125,270,1,7
135,13,2,3
110,0,1,1
205,0,1,2
95,245,1,30
55,15,1,3
47,310,1,2
39,12,2,4
349,358,1,5
250,170,1,1
290,41,1,7
85,21,3,1
170,0,1,2
146,0,1,11
99,0,1,2
150,18,1,3
240,77,1,2
500,365,1,2
48,113,1,2
129,0,1,1
750,365,1,3
180,87,1,5
70,342,1,3
150,0,1,2
240,0,1,1
100,0,1,5
122,339,1,30
400,0,2,3
47,172,4,2
140,4,1,3
55,16,2,1
110,0,1,4
175,365,2,3
80,0,1,7
150,0,1,2
200,0,1,4
50,0,2,10
99,82,2,1
60,0,2,7
225,49,1,1
175,0,1,3
60,313,1,7
255,341,1,2
75,0,2,15
190,0,1,3
495,198,3,3
98,188,1,5
150,364,1,1
250,0,1,1
215,47,1,1
200,0,1,5
100,0,1,2
200,0,1,30
200,0,1,6
110,0,1,1
115,211,2,3
75,0,1,1
289,0,1,1
95,263,2,1
197,8,1,1
150,0,1,1
225,0,1,7
375,252,1,3
56,258,1,1
225,266,1,15
70,0,1,7
264,281,10,30
199,365,10,30
149,28,3,2
142,306,2,1
299,324,2,4
50,0,1,3
160,269,1,1
127,2,1,4
110,0,1,3
69,5,3,2
175,365,2,3
179,0,1,5
144,85,2,1
175,0,1,7
150,0,1,1
109,127,1,2
350,0,1,1
75,0,1,3
135,0,1,3
39,352,18,30
38,358,18,30
195,251,1,2
146,223,2,3
318,268,1,5
184,0,1,3
140,283,2,2
85,342,12,1
170,0,1,1
100,365,1,2
350,196,1,4
199,0,1,3
77,188,1,6
80,0,1,1
79,0,1,2
550,358,1,3
155,17,1,5
275,358,1,30
119,0,1,2
85,0,1,20
84,0,1,1
90,58,1,2
135,191,1,5
90,125,1,3
150,0,1,1
38,253,3,3
87,343,52,30
210,0,1,5
80,6,1,2
250,323,1,3
175,0,1,1
65,82,2,1
140,0,1,1
129,64,1,4
159,87,1,4
125,365,1,7
249,332,1,3
151,333,5,5
79,308,1,4
125,0,1,3
135,257,1,5
151,46,2,2
600,282,1,3
59,318,1,1
273,91,1,4
70,80,2,2
95,0,1,1
399,269,4,3
96,355,2,1
110,362,1,1
110,0,1,1
69,132,2,2
85,264,3,2
150,0,1,2
170,0,1,1
125,0,1,5
130,0,1,1
145,3,1,1
500,282,1,1
95,0,2,3
150,0,2,4
150,364,1,1
56,0,1,2
60,0,1,1
85,310,1,3
80,0,1,5
100,0,1,3
54,0,2,3
113,191,1,4
200,303,1,2
75,0,1,5
200,365,1,1
110,220,1,30
500,365,4,3
180,0,1,1
200,336,1,1
69,90,2,60
200,329,1,5
140,14,3,5
45,281,4,4
35,0,1,7
80,0,1,3
150,0,1,2
70,308,19,180
200,304,1,2
308,0,1,2
270,0,1,5
150,0,1,3
365,28,1,2
99,248,1,1
175,255,1,7
220,4,1,4
80,314,2,1
230,0,1,2
60,183,1,30
120,0,1,14
45,31,4,14
100,12,1,4
138,0,1,4
100,0,1,4
230,0,1,1
225,0,1,1
120,156,1,2
99,365,3,2
150,0,1,3
122,235,1,1
150,0,1,1
140,186,2,2
150,0,1,3
38,309,11,30
200,50,1,7
50,0,1,1
45,346,8,6
90,0,1,30
85,0,1,2
85,0,1,1
108,328,1,2
129,204,1,3
275,290,2,2
148,329,9,30
250,365,1,31
160,0,1,2
130,309,2,5
180,60,1,3
50,0,1,1
145,257,1,6
94,0,1,7
180,0,1,2
80,0,1,6
97,0,1,3
90,179,1,2
70,1,1,2
120,0,1,3
120,261,1,3
165,0,1,1
59,109,3,9
91,90,1,3
184,143,1,3
45,0,1,1
150,344,1,4
139,0,1,3
65,290,1,7
65,157,2,2
150,0,1,2
115,0,1,2
299,0,1,7
80,0,1,2
80,364,1,21
100,0,1,1
135,0,1,1
80,227,1,2
69,0,1,1
75,352,8,30
94,0,1,10
192,8,1,4
50,350,8,21
58,331,8,21
120,346,4,6
69,0,2,2
50,0,1,4
125,0,1,3
50,88,6,30
85,299,1,3
59,352,3,1
130,308,29,30
104,80,8,30
95,332,3,30
199,43,8,5
105,365,2,1
34,92,3,6
120,0,1,3
87,0,1,6
125,158,2,1
170,0,2,2
250,0,1,7
55,0,1,1
80,253,1,1
95,332,3,30
150,273,3,1
140,192,1,5
150,242,1,3
159,0,1,3
95,245,19,75
159,365,52,30
65,0,1,4
100,0,1,1
85,0,1,5
175,2,1,2
175,0,1,3
260,363,2,7
80,19,3,3
69,66,7,2
100,89,1,3
85,84,2,1
95,0,1,3
160,333,39,30
49,0,1,2
65,0,1,1
150,331,39,30
115,342,52,30
113,365,1,2
110,323,52,30
75,0,3,11
250,0,1,5
50,0,1,7
81,318,3,30
69,129,2,3
125,0,2,5
65,0,1,5
150,358,1,62
175,281,96,30
49,362,1,2
191,55,1,3
200,0,1,4
250,0,1,2
216,295,1,1
200,0,1,3
119,0,1,2
118,341,29,30
95,355,1,3
110,12,1,3
170,302,1,4
99,0,1,3
172,342,21,30
75,0,1,2
50,0,1,5
77,365,1,2
125,32,1,14
75,348,1,2
350,0,1,2
55,261,4,4
99,321,1,2
545,227,3,2
70,244,3,2
250,365,1,2
150,0,1,4
55,19,1,2
100,0,1,7
100,0,1,5
95,226,1,2
175,312,96,30
200,2,1,4
190,0,1,1
65,0,1,2
400,300,1,2
95,0,1,1
197,166,2,2
395,9,1,3
100,365,1,1
200,0,1,3
165,0,1,3
145,0,1,5
75,174,1,1
180,25,1,3
73,153,5,4
87,132,5,3
74,169,5,3
65,0,1,1
199,37,1,8
65,0,1,60
160,0,1,7
175,0,2,1
200,0,1,1
195,331,39,30
99,365,1,5
175,171,2,1
190,0,1,1
99,66,1,3
100,0,1,2
199,0,1,2
199,23,1,3
100,319,2,3
45,38,2,2
72,219,1,1
129,179,1,2
100,317,1,3
85,0,1,7
70,0,1,1
100,0,1,2
160,0,1,3
185,365,2,30
162,0,1,1
80,0,1,1
200,0,1,1
45,247,1,5
129,188,52,30
55,0,1,1
68,14,1,5
120,0,1,2
55,0,2,2
50,0,2,5
50,0,2,5
150,0,1,1
140,252,1,30
136,220,14,30
92,0,1,5
125,9,1,3
48,0,1,5
82,138,5,3
150,0,1,1
90,0,1,8
117,6,1,5
71,156,5,3
390,9,1,3
58,279,1,3
50,0,1,5
150,0,1,5
150,0,1,1
80,121,2,7
115,8,1,1
70,0,1,10
95,336,52,30
85,0,1,2
180,291,1,3
149,0,1,3
200,0,1,7
69,285,1,2
85,198,1,5
117,280,1,1
219,122,1,1
100,216,1,2
320,242,1,3
95,335,26,30
110,345,5,1
105,60,1,24
134,32,1,4
45,90,1,10
200,166,1,13
110,80,1,2
150,283,2,3
149,255,1,2
85,329,2,2
200,0,1,7
170,355,2,3
40,343,1,3
70,0,1,1
95,254,2,1
95,266,2,1
350,0,1,1
165,297,1,3
120,13,1,2
130,0,1,3
40,335,4,1
130,206,2,3
120,245,1,3
90,0,1,1
120,328,1,2
115,365,1,1
150,0,1,2
170,364,1,1
124,238,1,5
104,101,8,30
99,135,8,30
85,88,2,3
158,278,21,30
400,0,1,3
100,363,1,2
115,0,1,1
55,19,2,1
72,153,2,3
170,252,39,30
150,280,1,7
39,233,2,1
49,1,1,2
39,318,18,30
200,336,1,3
185,0,1,30
200,35,1,4
110,0,1,3
275,0,1,3
105,59,2,1
260,232,2,1
175,0,1,25
90,295,1,3
125,0,1,21
239,355,2,3
195,10,1,2
53,44,1,1
99,4,1,1
52,0,1,7
130,13,1,60
325,0,1,30
135,35,1,2
85,3,2,2
68,87,1,3
45,0,1,14
87,365,52,30
89,188,1,1
150,308,1,3
124,0,1,30
169,0,1,7
125,332,3,2
145,358,3,2
75,0,2,1
75,0,2,2
87,340,52,30
50,54,1,5
150,313,39,30
95,365,1,30
200,188,39,30
120,0,1,1
325,71,1,3
165,0,1,2
140,342,96,30
33,255,2,1
169,0,1,4
75,27,1,24
190,0,1,5
39,237,18,30
165,322,2,4
79,297,1,1
125,297,1,1
349,0,1,4
130,0,1,1
40,278,3,3
76,0,1,5
50,0,1,24
45,197,1,30
80,0,1,3
265,334,1,4
65,0,1,2
90,0,1,3
115,31,1,25
145,0,1,15
45,327,3,3
50,308,4,1
72,71,7,2
50,311,4,1
57,58,7,2
225,0,1,3
80,0,1,1
120,300,1,3
450,0,1,4
249,58,1,2
100,0,1,1
225,0,1,4
95,0,1,14
90,4,1,4
101,0,1,10
246,0,2,2
120,188,1,5
150,88,1,3
119,0,1,1
150,0,1,1
80,118,2,5
189,0,1,2
90,0,1,3
200,0,1,5
120,225,1,25
149,354,1,1
130,365,52,30
35,0,1,10
139,353,1,3
100,0,1,2
65,336,1,30
200,0,1,5
99,0,1,4
115,337,5,2
149,358,5,1
135,10,1,3
150,0,2,5
105,288,1,3
75,0,1,8
175,0,1,3
135,0,1,3
72,88,1,5
60,0,1,1
97,0,1,5
860,365,1,4
200,0,1,1
98,33,1,3
87,365,52,30
150,331,14,30
50,79,6,4
185,310,96,30
225,0,1,2
151,318,5,5
75,10,1,1
110,0,1,1
150,294,1,2
145,0,1,4
250,4,1,4
170,90,1,1
145,14,1,5
200,0,1,6
50,0,1,1
250,365,1,1
229,0,1,2
129,0,1,2
250,281,96,30
168,283,96,30
80,196,1,4
104,159,2,5
100,0,1,2
95,127,2,1
95,267,1,2
200,0,1,7
180,0,1,5
100,207,2,3
195,178,1,1
299,0,1,5
45,92,6,30
139,365,1,365
200,0,1,4
70,256,1,2
50,0,1,7
42,0,2,4
116,35,1,28
200,0,1,4
129,365,1,4
125,270,1,2
55,0,1,3
200,0,1,2
165,159,2,29
199,0,1,5
150,0,1,3
95,0,1,1
90,365,1,1
120,64,1,10
40,190,2,1
75,311,1,3
68,0,1,5
75,365,3,2
45,0,2,2
45,0,1,1
65,21,2,1
75,347,2,3
84,0,3,2
130,0,1,2
50,0,1,30
150,365,1,3
95,365,3,2
300,0,1,1
113,258,52,30
145,219,1,1
150,0,1,3
90,155,2,1
95,204,19,30
118,282,29,30
75,0,1,5
225,85,1,7
81,364,3,2
190,0,1,2
75,0,1,1
59,189,4,2
99,361,2,1
270,0,1,7
140,83,1,70
275,0,1,3
1000,0,1,2
120,0,1,28
125,0,1,3
75,271,1,30
117,7,1,3
80,0,1,1
60,0,1,6
103,192,1,3
65,0,2,1
45,0,1,5
70,282,1,3
90,124,1,7
225,0,1,5
125,3,1,14
175,19,1,2
195,0,3,3
130,235,1,4
96,0,1,3
129,298,1,2
200,100,1,7
95,0,2,4
189,9,1,2
450,121,1,1
264,0,3,3
45,188,2,30
150,0,1,2
540,350,3,3
95,365,1,3
230,0,1,6
65,302,1,2
70,0,1,30
160,8,2,4
200,0,1,6
138,0,1,5
155,332,7,1
75,349,7,2
39,292,3,4
115,283,1,2
110,333,9,30
100,214,1,3
225,0,1,3
125,180,1,14
150,0,1,1
199,0,1,4
250,0,1,3
210,180,2,2
180,263,1,2
129,0,1,5
90,36,1,1
50,330,3,30
140,19,1,1
150,0,1,2
233,364,1,30
170,0,1,2
60,326,3,2
200,0,1,2
160,0,1,4
150,342,52,30
140,0,1,2
65,0,1,1
60,0,1,3
130,83,1,3
103,0,1,1
89,219,3,2
50,0,1,5
150,294,1,2
240,0,1,3
1400,88,1,90
200,364,1,2
88,234,2,2
75,315,1,1
500,90,1,1
125,0,1,4
75,301,1,1
130,335,52,30
170,319,39,30
300,137,1,2
115,285,1,2
93,226,1,30
119,241,1,2
180,51,2,6
226,303,3,3
155,0,1,2
115,0,1,4
50,0,1,2
600,344,3,1
200,0,3,1
157,0,1,4
145,269,1,3
95,0,1,2
115,0,1,1
65,2,1,2
275,0,1,1
250,123,1,2
95,9,1,3
185,9,1,4
55,359,10,1
350,0,1,1
170,259,1,5
100,58,1,2
36,0,1,2
60,0,1,1
125,0,1,2
120,66,1,2
90,0,2,1
129,260,2,5
78,107,5,2
120,0,1,1
99,268,1,2
50,261,1,1
16,0,1,14
47,71,4,2
150,254,3,5
200,360,1,2
125,293,1,2
60,59,2,6
200,88,1,30
100,0,1,3
99,322,1,1
75,198,1,2
140,185,6,5
90,358,1,30
59,345,1,2
111,198,1,3
80,0,1,4
80,0,1,1
50,0,1,14
300,0,1,4
90,0,1,4
119,84,1,1
69,311,1,4
260,0,1,2
185,16,1,2
100,0,1,2
85,0,1,1
135,340,2,2
169,0,4,1
38,126,3,2
90,288,1,2
45,0,1,4
149,254,1,4
200,0,1,2
125,278,1,60
65,6,2,2
174,12,2,2
89,339,5,2
150,0,1,3
75,0,1,18
58,364,2,1
103,0,1,30
383,251,1,3
40,0,1,1
76,225,1,1
170,0,2,1
45,357,10,1
100,352,1,3
199,17,1,2
99,1,1,5
39,273,5,1
60,0,1,21
130,257,2,3
200,303,1,1
65,0,1,1
105,287,2,1
115,0,1,3
145,0,2,7
75,30,1,2
250,309,1,2
80,0,1,2
120,304,2,3
100,0,1,4
125,0,1,10
132,0,1,3
225,158,1,2
175,0,1,2
225,221,1,3
215,250,1,1
300,32,1,7
130,300,1,2
110,355,1,1
75,364,13,2
36,0,1,14
299,279,1,4
200,0,1,1
110,36,1,3
160,226,1,30
152,287,2,3
145,96,1,3
120,365,2,2
84,224,1,3
160,0,1,5
150,363,2,5
180,190,5,2
68,365,13,2
125,1,1,1
25,0,1,1
155,342,2,3
105,0,1,2
75,289,2,2
80,0,1,4
72,304,2,3
52,335,4,2
125,30,1,3
85,241,1,29
58,58,1,4
100,335,1,1
65,103,2,1
300,362,1,1
40,95,2,28
110,0,2,2
85,90,2,2
158,204,1,3
65,0,1,1
100,0,3,2
64,0,1,5
395,158,1,4
120,142,1,10
51,212,1,4
149,0,1,6
65,308,1,1
70,183,5,1
170,0,1,5
150,0,2,1
75,203,1,30
100,0,1,1
38,351,2,2
200,157,1,3
145,97,1,7
150,0,1,5
200,0,1,1
125,311,2,2
175,177,1,2
180,0,1,2
175,18,1,3
175,0,1,14
50,14,2,3
109,356,1,2
67,58,7,2
57,71,7,2
77,66,7,2
80,0,2,2
85,97,1,3
86,311,5,2
120,312,2,2
140,28,1,3
300,0,1,1
90,0,1,1
70,157,2,3
90,0,1,2
200,286,1,30
135,0,1,1
37,73,1,1
60,0,1,1
419,10,1,2
130,0,1,7
180,121,1,3
160,0,1,2
125,71,1,2
100,0,2,1
65,133,5,4
140,0,1,1
79,88,1,3
125,0,1,2
115,11,1,3
100,23,1,23
90,64,1,12
135,192,1,2
50,76,3,3
71,3,2,2
80,220,1,30
103,237,1,1
250,303,10,30
219,0,1,2
225,305,2,2
99,333,1,1
35,0,1,6
90,10,1,4
47,157,1,30
75,108,5,5
170,275,1,4
150,320,1,3
30,319,1,1
119,0,2,4
40,0,1,15
85,0,1,2
99,354,3,3
250,0,1,1
79,0,1,9
60,0,1,3
115,241,2,3
90,340,1,3
65,188,1,1
65,321,4,1
131,12,1,3
150,0,1,1
55,38,2,2
70,148,5,5
160,0,1,2
95,0,2,7
99,0,1,3
500,0,1,3
35,0,1,15
50,245,2,21
77,129,5,5
380,264,2,3
65,365,2,30
150,210,1,60
125,331,52,30
199,269,2,3
150,180,1,1
145,0,1,3
70,364,1,7
120,336,1,30
86,359,1,3
139,248,1,2
85,0,1,2
94,309,1,30
116,0,1,2
72,20,1,1
95,0,2,4
100,0,1,1
200,0,1,1
72,66,1,1
100,0,1,3
900,0,1,3
80,102,2,2
75,0,1,2
92,245,1,4
160,0,1,3
50,364,1,7
350,0,1,2
135,245,1,2
160,0,1,7
270,0,1,1
129,230,1,1
180,365,1,1250
350,0,2,2
75,0,1,1
119,0,1,5
99,326,1,7
120,0,1,1
73,147,5,5
500,173,2,7
225,0,1,1
275,0,1,3
50,52,5,1
40,197,4,1
115,0,1,2
110,0,1,2
100,83,2,1
150,0,1,2
200,358,1,3
75,0,1,7
98,15,1,2
199,238,2,2
109,0,1,2
110,14,1,4
59,328,4,1
95,172,2,2
159,234,1,1
225,0,1,1
195,260,1,2
96,316,1,1
73,0,1,2
88,251,2,1
90,0,1,2
99,0,1,5
150,0,1,1
35,11,2,2
1050,327,1,3
175,308,1,2
395,2,1,4
195,305,1,3
49,281,1,10
150,0,1,1
250,0,1,1
150,170,1,4
260,0,1,1
100,268,1,7
55,339,9,30
275,0,1,3
110,0,1,1
150,0,1,3
80,346,1,2
89,359,1,1
280,173,1,2
100,0,1,1
80,0,1,2
70,323,1,1
75,0,1,1
80,297,1,1
41,0,1,1
195,0,1,4
250,0,1,2
96,169,1,1
98,116,1,7
140,100,1,4
99,0,1,1
175,276,1,2
120,0,1,6
89,363,1,1
90,0,1,3
178,32,1,3
210,302,1,6
150,46,1,4
149,215,1,2
225,0,1,3
2695,0,1,1
63,362,1,30
150,0,1,1
106,0,1,3
165,328,4,10
75,365,3,2
39,310,18,31
39,341,18,30
30,339,3,2
70,0,1,1
100,66,1,3
125,0,2,2
110,342,1,3
145,0,2,2
112,230,1,3
69,286,3,1
300,0,1,4
260,177,1,2
49,298,2,2
215,187,1,2
200,208,1,3
100,0,1,15
1000,270,1,3
120,0,1,3
310,7,2,1
70,0,1,4
195,15,1,2
110,264,1,2
75,167,14,30
45,365,7,1
165,0,1,3
150,24,1,2
80,0,1,1
180,362,2,2
80,365,3,2
60,0,1,3
149,0,1,1
53,0,4,1
200,291,1,7
160,108,1,2
199,0,1,1
140,0,1,1
199,232,2,4
190,3,1,1
125,351,1,2
145,50,1,3
150,0,1,3
95,334,3,2
100,0,1,1
99,290,3,1
130,0,1,1
56,0,1,1
450,0,1,1
75,0,1,1
240,348,1,2
129,300,52,30
45,0,1,1
259,255,1,4
75,116,1,1
37,305,2,2
210,83,5,3
199,178,2,2
189,271,1,8
58,101,1,1
60,99,8,30
190,182,2,1
139,82,2,2
125,193,1,1
94,267,1,2
100,9,1,2
149,90,1,364
128,249,1,7
160,303,2,3
160,296,1,31
110,14,1,3
285,12,1,3
75,349,1,10
650,358,1,7
133,345,3,1
149,0,1,2
210,0,1,1
200,226,1,2
110,0,2,6
375,0,1,3
95,0,1,10
94,316,3,1
120,266,1,3
150,0,1,5
160,267,39,30
132,0,1,2
102,4,1,1
85,286,1,1
142,0,1,6
70,23,1,3
200,365,1,90
199,339,52,30
100,343,1,3
123,0,1,3
175,0,1,2
100,0,1,4
57,222,2,7
39,178,10,1
107,251,2,6
2000,0,1,7
69,0,1,1
137,344,1,5
150,0,2,5
65,0,2,3
66,0,1,4
77,0,1,14
110,0,1,3
64,331,1,26
90,349,1,2
50,0,1,5
146,0,1,5
200,0,1,1
189,330,1,3
985,19,2,2
285,0,1,2
140,251,1,3
97,90,2,2
